user_name,user_location,user_description,user_verified,date,text,hashtags,source
🆘 Rhody 🇺🇸🗽👑🚛🍅,A scary place,The only globalization the oligarchs have achieved is uniting ppl all over the world to fight against them. They hate us & want to take the sanity of our kids.,False,2022-04-27 12:24:05+00:00,bill maher been waking up on liberals for a while now via,"['China', 'COVID19']",Twitter for iPhone
The Global Herald,,Latest news and opinion from The Global Herald online newspaper.,False,2022-04-27 12:24:02+00:00,abc news prime vp positive for covid scotus case amusement park victims mom intv,['Immigration'],The Global Herald
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:23:56+00:00,forecasted by may casesk popweek in fribourg obwalden solothurn in luzern schwyz appenzell a glarus uri st gallen grisons nidwalden appenzell ihighest reff in ne lowest reff in sg,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:23:55+00:00,cantons are slowly landing towards their safety zones with no expected to low mortality for more daysegneuchtel reff no mortvaud no mort zrich low mort luzern no mort,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:23:55+00:00,cantons will remain in their safety zones with no expected mortality for more daysgrisons new casesk pop daysnidwalden new casesk popappenzell innerrhoden new casesk pop,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:23:54+00:00,switzerland is landing towards its safety zone reff reaching new cases and death daily by may if incidence continues at the same ratecantonal forecasts apr may by,['COVID19'],Twitter Web App
JAMMU MEDIA,Jammu,"Nation First 🇮🇳, Jammu News Updates,  Patriot, Traveller",False,2022-04-27 12:23:42+00:00,universal immunizationprogramme for vaccinatedand healthy future ofindia apr apr,['WorldImmunizationWeek'],Twitter for Android
The NHA Party,,"The National Health Action Party, UK political party fighting for a healthy NHS and a fairer society, opposing privatisation.",False,2022-04-27 12:23:29+00:00,imagine the outrage if the govt said you have chest pain you need to pay for your ecg and troponin blood test yourself if you want oneyet this is what the tories have done with pcr tests for except scotland,,Twitter Web App
June Amor,"New York, USA",Singer/Songwriter For booking email me directly silana18@icloud.com,False,2022-04-27 12:23:19+00:00,honored to sing the for the change of responsibility on april,"['nationalanthem', 'COVID19', 'CLASSY', 'Army', 'LOVE']",Twitter for iPhone
True Scoop,"Jalandhar, India","Punjab's fastest growing #DigitalNews channel that raises important issues of the #Youth. We're Honest. Thorough. Forward-looking. 

#PunjabNews #TrendingNews",False,2022-04-27 12:22:54+00:00,kids vaccination removal of vat safety audits of hospitals all key points from todays pm modi meeting,['Modi'],Twitter Web App
Nikos Davies-Tsagkadakis 🇬🇷🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦,London,United States of Europe Supporter - Retired Vice Principal #FBPE #GTTO,False,2022-04-27 12:22:54+00:00,ignorance is not excuse for breaking the law get the tories out they are a disgrace,['JohnsonOut96'],Twitter for iPhone
👨‍💼Ravi Sharma,,"🧑‍💼 Advocate & Tax Consultant @ ®️ Law Firm ⚖

🤔 Socialist & Thinker

🗣Admin and Working on 
@S_N_T_R_I_E_S.",False,2022-04-27 12:22:46+00:00,even no way for general public to walk packed with garbage please clean it delhi,"['clean_delhi', 'COVID19']",Twitter for Android
Katri Bertram,"Berlin, Germany",Work on #globalhealth #partnerships #G7 & #G20 @ German Health Ministry in Berlin. 🇫🇮 mom x4. All Tw/RT personal.,False,2022-04-27 12:22:40+00:00,adds that investing in preparedness is important not only for the but also for other pandemics such as and,"['Covid19', 'pandemic']",Twitter Web App
